product_brand,product_title,predicted_category,abrasive_scrub_binary,absorbent_mattifier_binary,anti-acne_binary,antimicrobial_antibacterial_binary,antioxidant_binary,astringent_binary,buffering_binary,cell-communicating_ingredient_binary,chelating_binary,colorant_binary,deodorant_binary,emollient_binary,emulsifying_binary,emulsion_stabilising_binary,exfoliant_binary,moisturizer_humectant_binary,perfuming_binary,preservative_binary,skin_brightening_binary,skin-identical_ingredient_binary,solvent_binary,soothing_binary,sunscreen_binary,surfactant_cleansing_binary,viscosity_controlling_binary
Darphin,Ideal Resource Perfecting Smoothing Serum,Face Serum,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1
CHI,Infra Keratin Mist Leave-in Strengthening Treatment,Hair Treatment,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1,0,1
Sungboon Editor,Meoru Podo Vita C Dark Spot Ampoule,Face Serum,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1
Giovanni,50:50 Balanced™ Hydrating-clarifying Shampoo,Shampoo,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0
Langsre,Blue Salt Cooling Toner Pad,Face Toner,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,1
Clinique,Acne Solutions Acne + Line Correcting Serum,Face Serum,0,0,1,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1
Heveblue,Phyton Squa Hyal Blue Gel Cream,Face Moisturizer,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1
12 GRABS,Octuple Hyaluron Moist Toner,Face Toner,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,1
MEDI-PEEL,Melanon X Ampoule,Face Serum,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1
MEDI-PEEL,Phyto Cica-nol Calming Pad,Face Serum,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,1
Farm Stay,Dermacube Cica & Aloevera Daily Care Cream,Face Moisturizer,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,1
Patricks,Sh1 | Daily Thickening Shampoo,Shampoo,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,1
MIMU MIMU,Heating Calming I.n.g Cleansing Oil,Face Cleanser,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0
Naobay,Detox Energizing Facial Mist Toner,Face Toner,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1
Murdock London,Monmouth Sea Salt Spray,Face Moisturizer,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,1
auau,Hyaluron Moisture Cream,Face Moisturizer,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,1,1,1,0,0,1
Dr.Riva,Cleansing Gel,Face Cleanser,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,1
Hanskin,Hyaluron Eye Serum,Face Serum,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1
Medicube,Red Serum,Face Serum,0,0,1,0,1,0,1,0,1,1,0,1,1,0,1,0,1,1,0,1,1,1,0,0,1
DRMTLGY,Essential-11 Hydrating Cleanser,Face Moisturizer,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1
Helia-D,RE Genero 26 Herbs Regenerating Essence Against Hair Loss,Face Serum,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,1
Pure Heals by Nature Village,Pore Clear Black Charcoal Cleansing Foam,Face Cleanser,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1
BIOSILK,Silk Therapy Shampoo,Shampoo,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,1
Bobbi Brown,Extra Eye Repair Cream,Face Moisturizer,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1
Aveda,Recovery Serum,Face Serum,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1
RiRe,All Kill Refresh Body Scrub,Exfoliant/Scrub,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1
Darphin,L'Institut Youth Resurfacing Peel,Exfoliant/Scrub,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,1
Dermal Therapy,Sensitive Skin Wash,Face Moisturizer,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,1
G9 Skin,AC Solution Toner,Face Toner,0,0,1,0,1,0,1,1,1,0,0,1,0,0,1,0,1,1,1,1,1,1,0,0,1
Burt's Bees,Hydrating Overnight Mask,Face Mask,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1
Fraijour,Retin-collagen 3d Core Cream,Face Moisturizer,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1
RiRe,All Kill Mud Stick Pack,Face Moisturizer,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,1,1,1,0,1
TFIT,Micro Bubble Clear Foam,Face Serum,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1
Dewytree,Urban Shade Blue Tone Up Sun SPF 50+ Pa++++,Sunscreen,0,0,1,0,1,0,0,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1
CHI,Color Illuminate Platinum Blonde Purple Shampoo And Conditioner,Shampoo,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0,1
NUT Botanicals,Marinebio 5% Niacinamide Serum,Face Serum,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1
Origins,Make A Difference™ Night Overnight Hydrating Repair Cream,Face Moisturizer,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1
Anivagene,Shampoo Fortifying & Energizing Woman,Shampoo,0,0,1,0,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,0,0,0
Bobbi Brown,Extra Repair Nourishing Milk Moisturizer,Face Moisturizer,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1
Feel free,Hydro Comfort Płyn Micelarny Do Oczyszczania Twarzy Z Aloesem,Face Serum,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0
dragonfly bath & body,Fragrance Free Body Wash,Body Wash,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1
Feel free,Facial Cleansing Milk,Face Cleanser,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1
torf tołpa,Moisturizing Enzyme Peeling Mask,Face Mask,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,1
KEENONIKS,Potentilla Calming Cream Toner (Intensive Barrier Care Cream Toner),Face Toner,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,0,0,0
Trader Joe's,Brazil Nut Body Butter,Body Moisturizer,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1
Sungboon Editor,Meoru Podo Vita C Dark Spot Cream,Brightening Treatment,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1
Dr. Althea,0.1% Gentle Retinol Serum,Face Serum,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1
REN Clean Skincare,Atlantic Kelp & Magnesium Anti-fatigue Body Cream,Body Moisturizer,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,1
Scinic,Pure Calendula Calming Serum Mist,Face Serum,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,1
Dermalogica,Age Bright Spot Fader,Face Moisturizer,0,0,1,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1
Topicals,Brightening & Clearing Mist,Brightening Treatment,0,0,1,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1
Coony,Multi-active Renewing Cream,Face Moisturizer,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1
Aveda,Tulasāra™ Bright Concentrate,Face Serum,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1
MEDI-PEEL,Red Lacto Collagen Pore Lifting Mask,Face Mask,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1
AOU,Tone-up Dazzling Cream,Face Moisturizer,0,0,1,0,1,0,0,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1
Pilot,Finest Face Cleanser,Face Cleanser,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1
REN,Atlantic Kelp And Magnesium Energising Hand Lotion,Face Moisturizer,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1
Epais,Eyelash Essential Serum,Face Serum,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1
BANOBAGI,Calming Care Moisturizing Cream,Face Moisturizer,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1
ma:nyo,Pure & Deep Cleansing Foam,Face Cleanser,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1
JEJU:EN,Foaming Cleanser,Face Moisturizer,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1
Botanics,Hydration Burst Day Cream,Face Moisturizer,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1
Lab Series,MAXELLENCE THE DUAL CONCENTRATE,Face Serum,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1
The Creme Shop X Hello Kitty,Moisturizing Hand Crème - Kawaii Peach,Face Moisturizer,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1
About Me,Soop Calming Aqua Serum,Face Serum,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1
BRTC,Vitalizer-C Ampoule,Face Serum,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1
The Mane Choice,The Alpha Easy On The Curls - Detangling Hydration Shampoo,Shampoo,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,1,0,1,1,1,1,0,1
Fraijour,Pro-moisture Creamy,Face Serum,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1
Celeteque,Céleteque Skin Defense Soft Matte Moisturizer SPF57,Face Serum,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1
Ultrasun,Face Tinted Spf50+ Ivory,Sunscreen,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,1
Cliniderm,Sollotion Spf50,Sunscreen,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,1
Avene,Very High Protection Lotion Spf 50+,Sunscreen,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,1,0,1,1,0,1,0,1
Needs Face,Protetor Solar Facial Needs Fps 30,Sunscreen,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1
Eveline,Retinol & Niacinamide Concentrated Ultralifting Cream 50+,Face Serum,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,0,1,0,1
Bioderma,Photoderm Max Lait Spf100 Suncare For Face And Body (Sensitive Skin),Sunscreen,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,1
Ella,Shine Bright Whitening Body Lotion,Brightening Treatment,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1
Angstrom,Protect Crema Solare Anti Età SPF 50+,Sunscreen,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,1,1,1,0,1,0,1
Re'equil,O Free Sunscreen,Sunscreen,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1
A-Derma,Protect Cream SPF 50+,Sunscreen,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1
Avene,Solaire Fluid Spf50+ Dry Touch fragrance-free,Sunscreen,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1
Isispharma,Uveblock SPF50+ Spray Kids,Sunscreen,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,1
Bandi,Pre-D3 Advanced Moisturising Cream Spf 50,Sunscreen,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1
Bioderma,Photoderm Kid Mousse,Face Moisturizer,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1
Target Pro By Watsons,Essential Daily Moisturiser SPF 27,Sunscreen,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,1
Helia-D,Officina Youth Concept Facial Hydrating Cream SPF 45,Sunscreen,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,1,0,1
Uriage,Bariésun Ultra-light Fluid SPF50+,Sunscreen,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,1,0,1,0,1
Cover-3,Sunscreen UV Protection Lotion 5,Sunscreen,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1,1,0,1,1,0,1,0,1
Skin Aqua,UV Whitening Milk SPF 50,Sunscreen,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1
Bioderma,Photoderm  Max Crème Spf 100,Sunscreen,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,1
Base,Undereye Cream With SPF,Sunscreen,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1,1,1,1,0,1
AestheticsRX,Daily Moisturiser,Face Moisturizer,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,1,1,1,0,1,0,1
Uriage,Hyséac High Protection Emulsion For Combination To Oily Skin Spf50+,Sunscreen,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,1,0,1,0,1
Arias by Lara Dutta,Superlight Daily Defense Sunscreen,Sunscreen,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1
Eveline,Vitamin C 3x Action Moisturizing Protective Face Cream SPF 50,Sunscreen,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1
Bioderma,Photoderm Kid Milk for Children SPF50+,Face Moisturizer,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1
Kemans,Daily UV ProTech Face & Body Sunscreen,Sunscreen,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,0,1
Elyn’s Lab,Holy Grail,Sunscreen,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,0,1
Fresh Skinlab,Jeju Aloe Ice 3 In 1 Niacinamide Dark Spot Serum Cream SPF 30,Sunscreen,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,1,1,1,0,1
L'Oreal,UV Perfect City Resist Spf50+ Pa++++,Sunscreen,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,0,1,1,0,1,0,1
Gramon Millet,Suncare 100 Skin-repair,Face Moisturizer,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,0,1,0,1
Bioderma,Photoderm Sensitive SPF50+,Face Serum,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,1,1,0,1,1,1,0,1
Ultrasun,Bodysun Gel 50,Sunscreen,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,1
Recamier,Tanga Protect-o-sol. Bloqueador En Crema SPF 50,Sunscreen,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1,0,1
Arcutis,Cutiban Sunscreen,Sunscreen,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,1,1,1,1,1,0,1,0,1
Avene,Mat Perfect FPS 60 Com Cor,Face Moisturizer,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,0,1
A-Derma,Protect Lotion Very High Protection Spf 50+,Sunscreen,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,1,0,1,0,1
MyIDi,Sun Touch SPF 30+,Sunscreen,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1
Ultrasun,Anti-aging And Anti-pigmentation Hand Cream,Brightening Treatment,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1
IQ,Dermaquench Anti-ageing Day Cream Dry & Sensitive Skin,Face Moisturizer,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,0,1,1,1,1,0,1
Dermatouch,Matte Touch Sunscreen SPF 50 Pa+++,Sunscreen,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,1,1,1,0,1
sunscreen  SPF 50,Saipo,Sunscreen,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,1,1,0,1,1,1,0,1
Lotus Herbals,Safe Sun UV Screen Matte Gel Ultra Soothing Sunscreen। Pa+++ And SPF50,Sunscreen,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,1,0,1
Dermina,Fluide Ultra-léger SPF50+,Sunscreen,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1,1,1,1,0,1
Acnemy,SPF,Sunscreen,0,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,1
Sunplay Skin Aqua,UV Perfect Mild Milk SPF 50+ Pa++++,Sunscreen,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,0,1,1,1,1,0,1
In2it,Hya Cica Expert Protection Serum SPF50 Pa+++,Face Serum,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1
Kojie san,Skin Lightening Body Lotion SPF 25,Sunscreen,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,0,1,1,1,0,1
Ultrasun,Kids Spf50+,Sunscreen,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,1
Ajanta Pharma Ltd,Sunstop Gold Sunscreen SPF 55,Sunscreen,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,1
Meditopics,Zonbescherming SPF 50,Sunscreen,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1
Biodermal,Zonnemelk Gevoelige Huid SPF 30,Sunscreen,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,1
Klorane,Sublime Sun Cream SPF 50,Sunscreen,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,1,0,1,1,0,1,0,1
Boots,Collagen Day Cream,Face Moisturizer,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,0,1,1,0,1,0,1
Bioderma,Photoderm Antioleosidade FPS 70,Sunscreen,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,1,1,1,0,1
Acnemy,Zitcontrol SPF50,Sunscreen,0,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,1
RiRe,Silky & Light Sun Milk SPF 50+,Sunscreen,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1
Ziaja Med,Tinted SPF 50 Cream Natural,Sunscreen,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,0,1
Albion,Glaze Dew Foundation,Face Moisturizer,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,1,1,0,1,1,1,0,1
Dot & Key,Swim + Sports Sunscreen SPF 50 Pa+++,Sunscreen,0,0,0,0,1,0,1,0,1,1,0,1,1,0,1,0,0,1,0,1,1,0,1,0,1
Skin Aqua,Super Moisture Barrier UV Essence SPF 50+ Pa++++,Sunscreen,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,1,0,1,0,1
Azclear,Action Day Moisturiser (2021 Reformulation),Sunscreen,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0,1,0,1
Sol-or,Protector Solar Piel Mixta,Sunscreen,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,0,1
Neutrogena,Hydro Boost Face Lotion Sunscreen,Sunscreen,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Luxe Organix,Luxe Organix Bakuchiol + Niacinamide Nano-complex Serum Lotion SPF 50,Sunscreen,0,0,1,0,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1
Leeford,Sunshade Sunscreen Lotion,Sunscreen,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1
Daily dose,Sunscreen,Sunscreen,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1
Schrammek,Optimum Protection Cream,Sunscreen,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1,1,1,1,0,1
Island Tribe,SPF50 Light Lotion,Sunscreen,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,1,0,1,1,0,1,0,1
ISDIN,Fotoprotetor Gel Cream,Face Moisturizer,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,1,1,0,1
Bioderma,Photoderm Max SPF50+ Family Milk,Face Moisturizer,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1
Skintific,5x Ceramide Serum Sunscreen SPF 50+ Pa++++,Sunscreen,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,1
Mecca Cosmetica,To Save Face Spf 30 Mineral Gel Cream,Sunscreen,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1
Clarins,Youth-Protecting Sunscreen SPF 50+,Sunscreen,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,1,1,1,0,1
Clinicos,Sensitive Truth Sunscreen SPF 50 PA++++,Sunscreen,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1
Eiem Beauty,Sunsecure Brightening Sunscreen,Sunscreen,0,0,1,0,1,0,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1,1,0,1
Melano CC,® UV Milk SPF 50,Sunscreen,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,1,0,1,1,1,0,1,0,1
Ultra Violette,Dream Screen SPF50 Tinted Veil,Sunscreen,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,1,1,0,1,1,0,1,0,1
Principia,Protetor Solar Ps-01 FPS 60,Sunscreen,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1
Ultrasun Professional Protection,Face Anti-Pigmentation Spf50+,Brightening Treatment,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0,1
Needly,Vegan Mild Moisture Sun SPF 50+ Pa++++,Sunscreen,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1
Solved Labs,Sundrops Glow SPF 30 Pa+++,Sunscreen,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1
Mantecorp,Epidrat Mat FPS 30,Sunscreen,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,1,0,1,0,1
M&S,Sensitive Moisture Protect Sun Lotion Spf30,Sunscreen,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,1,1,1,0,1
Neutrogena,Sun Fresh Protector Solar Crema FPS90,Sunscreen,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,1,1,1,0,1
Clensta,Red Aloevera Sunscreen,Sunscreen,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1
Bielenda,Youth Exosomes Concentrated Anti-Wrinkle Illuminating Serum SPF 50,Sunscreen,0,0,1,0,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1
RoC,Soleil Protect Fluide High Tolerance Comfort Fluid SPF 50,Sunscreen,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,1,0,1
Creamy,Watery Lotion Protetor Solar,Sunscreen,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,1
Helia-D,Sunscreen For Sensitive Skin,Sunscreen,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,1,0,1
St. Botanica,Bulgarian Rose Otto Glow Mattifying Moisturizer SPF30,Brightening Treatment,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,0,1
Skinsensual,BB Krem,Face Serum,0,0,1,0,1,0,0,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1
Etude House,UV Double Cut Aqua Sun Essence,Sunscreen,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,1,1,1,0,1,0,1
Dr. Ceuracle,Cica Regen Waterproof Sun SPF50+ Pa++++,Face Serum,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1
Cépage,Filtres Fluide 50+,Sunscreen,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1
Shakeup Cosmetics,Let's Face It BB Tinted Moisturiser SPF 25,Sunscreen,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,1,1,0,1,1,0,1,0,1
4U2,Everyday Tone Up UV Gel SPF 50+ Pa++++,Sunscreen,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,0,1
